hurst_thr,vr_p,mom_lb,mr_z,total_return,sharpe,max_dd
0.55,0.05,20,1.0,0.9419836999279165,0.40864825752689626,-0.31798896508501995
0.55,0.05,20,1.5,0.9419836999279165,0.40287217199116576,-0.31798896508501995
0.55,0.05,40,1.0,0.9419836999279165,0.40864825752689626,-0.31798896508501995
0.55,0.05,40,1.5,0.9419836999279165,0.40287217199116576,-0.31798896508501995
0.6,0.05,20,1.0,0.9419836999279165,0.44697802060768266,-0.31798896508501995
0.6,0.05,20,1.5,0.9419836999279165,0.44697802060768266,-0.31798896508501995
0.6,0.05,40,1.0,0.9419836999279165,0.44697802060768266,-0.31798896508501995
0.6,0.05,40,1.5,0.9419836999279165,0.44697802060768266,-0.31798896508501995
